Keys,Definitions,English
TỎMOH," Baguette, morceau de bois garni d’un tampon, pour frapper la grosse caisse et les tam- tam.  ","Stick, piece of wood fitted with a buffer, for hitting the bass drum and tom-toms."
TỎMOI," Étrangers, qui ne sont pas du village, hôtes; ennemis de guerre.  E — dah poley? êtes- vous étranger, ou de ce villagé? I6k x1k hapông hò","Foreigners, who are not from the village, guests; enemies of war. E—dah poley? are you a foreigner, or from this village? I6k x1k hapông hò"
verser le vin à ses hôtes," Mür, bré, in ko —, prenez garde, l'ennemi est à craindre. ","Mür, bré, in ko —, be careful, the enemy is to be feared."
TOMOIH," Faire désirer, donner envie, éveiller l'envie.  E — kikiâ tòng uh kè oa an? pourquoi faire désirer ce que vous ne voulez pas donner ?","Make people want them, make them want to, arouse desire. E — kikiâ tòng uh kè oa an? why make people want what you don't want to give?"
TOMONG," Allonger.  Tòlsy e kodeh tél, e — pa ming roh, votre corde est trop courte, allongez-la avec une autre. ","Lay down. Tòlsy e kodeh tél, e — pa ming roh, your rope is too short, lengthen it with another one."
TOMÔNG," Le mâle (en parlant des oiseaux).  Ir — le coq.  Amra —, le mâle du paon. ","The male (speaking of birds). Ir — the rooster. Amra —, the male of the peacock."
TÉMOT," Affamer, faire jeûner, priver de nour- riture, de boisson.  — đò akâu, se priver volontaire.  ment de manger, jeûner. ","Starve, fast, deprive of food, drink. — đò akâu, to voluntarily deprive oneself. ment to eat, to fast."
TOMÔL," Causer de l'horreur, du dégoût.  BšẺ tòn6 bò tobäng ji — kè de dik, sa manière de pré- parer les mets dégoûte. ","Cause horror, disgust. BšẺ tòn6 bò tobäng ji — kè de dik, his way of preparing food is disgusting."
TOMONG," Écouter, exaucer.  Ink poma Wel dik, de uh kò oa —, il est inutile que je parle, on ne veut pas écouter.  O Bă, th — bòy inh apinh, Père, exaucez ma prière. ","Listen, listen. Ink poma Wel dik, de uh kò oa —, it is useless for me to speak, we do not want to listen. O Bă, th — bòy inh apinh, Father, hear my prayer."
TOMUL," Forger ensemble deux morceaux de fer, pour n’en faire qu’un. ",Forge two pieces of iron together to make one.
TOMUT," Introduire, faire entrer.  — fomoi, introduire les étrangers.  — dibal, se pénétrer mutuellement (v.  g.  un mélange d’eau et de vin). ","To introduce, bring in. — fomoi, introducing foreigners. — dibal, to penetrate each other (v. g. a mixture of water and wine)."
TOMUY," Apprêter tous les décors et orne- ments (en filaments de bambou), à l’occasion de la fête de l'abattage du buffle. ","Prepare all the decorations and ornaments (in bamboo filaments), on the occasion of the feast of the slaughter of the buffalo."
TỔNAH, Facile à fendre (en parlant du bois). ,Easy to split (speaking of wood).
TOÔNAI," Ailleurs.  Akâu hô, bènôk —, le corps ici et le cœur ailleurs, ","Elsewhere. Akau hô, bènôk — the body here and the heart elsewhere,"
TOÔNANG," Égal.  — —, parfaite- ment égaux.  Bré n6 jrăi —, hòiững —, ces deux personnes sont égales en beauté et pour la taille. ","Equal. — —, perfectly equal. Bré n6 jrăi —, hòiững —, these two people are equal in beauty and size."
TỎNANH, La trame d'un tissu.  (La chaîne s'appelle /đỏng. ),The weft of a fabric. (The string is called /đỏng. )
TONÄP TAP," Difficile, laborieux. ","Difficult, laborious."
TONAP, Long pieu employé pour faire les trous en yue des semailles. ,Long stake used to make holes in yue of sowing.
TÔNAR, Espéce de claie de bambou qui sert de cloison dans les kmar.  ,A kind of bamboo screen that serves as a partition in the kmars.
TỎNEH," Briquet.  Tờzõ —, pierre à feu. ","Lighter. Tờzõ —, flint."
TONEY," Beau-père, belle mère.  (C’est le nom que le gendre ou la bru donnent à leur beau-père et à leur belle mère en parlant d'eux. ) — #È 7š ,lôet tôm, mon beau-père et ma belle mère sont morts tous deux. ","Stepfather, stepmother. (This is the name that the son-in-law or the daughter-in-law give to their father-in-law and their mother-in-law when speaking of them. ) — #È 7š ,lôet tôm, my father-in-law and my mother-in-law are both dead ."
TỎNEM, (mot xddang) Forge.  LV.  KỚTUH ],(xddang word) Forge. LV. KỚTUH]
TỞỔNÊN,"_ Tranquille, paisible; modeste, pudi- que.  Óây mi —, restez tranquille.  À druh —, jeune fille honnête et modeste. ","_ Quiet, peaceful; modest, modest. Óây mi —, stay calm. To druh —, honest and modest young girl."
TONENG, Arbre đun bois jaune très dur et incorruptible partout. ,Tree with very hard and incorruptible yellow wood throughout.
TÔNET," Avancer, profiter, pro- gresser.  Uh hè gän bôh —, on ne voit guère de progrès. ","Advance, profit, progress. Uh hè gän bôh — we hardly see any progress."
TONG," Entendre.  Don xb arëk, uh kò gân —, il a l’oreille dure, il n’entend pas facilement. ","Hear. Don xb arek, uh kò gân —, he has a hard ear, he doesn't hear easily."
TONG.," Si.  — B% Iang rỡng, si Dieu me prête vie. ","Yes. — B% Iang rỡng, if God grant me life."
TONGAH OA," Être sur le point, avancer.  #2 — — mi, nous sommes à l’entrée de la saison des ","To be on point, to move forward. #2 — — mid, we are at the start of the season of"
TONGÂL," Comble, absolument plein, qui re- e; magsif, Xwm fem benh —, votre grenier est ittéralement plein. ","Full, absolutely full, which re- e; magsif, Xwm fem benh —, your attic is literally full."
TONGÂM," Grave, important, considérable.  Tè- drong e pèjai uh kè gan —, ce que vous dites n'est pas très sérieux. ","Serious, important, considerable. Tèdrong e pèjai uh kè gan — what you are saying is not very serious."
TONGANG," Jus de pipe, chique. ","Pipe juice, chic."
TÔNGË," Charmé, absorbé, préoccupé.  — kde Pèma, inh hibt kè xa, charmé de vos paroles, j'ai oublié de manger. ","Charmed, absorbed, preoccupied. — kde Pèma, inh hibt kè xa, charmed by your words, I forgot to eat."
TONGIEQ, A gauche. ,To the left.
TỎNGIET," Le froid, avoir froid.  Pin —, l'hiver.  Inh bài ji todräm — harey, je me trouve au fort du froid de la fièvre. ","The cold, to be cold. Pine —, winter. Inh bài ji todräm — harey, I find myself at the height of the cold of the fever."
TỞNGIR," Tourner le visage.  — 1 inh, tournez-vous vers moi.  | En face, en présence.  (Dans ce dernier sens, on dit mieux dôngir. )","Turn face. — 1 inh, turn to me. | Opposite, in presence. (In the latter sense, we better say dôngir.)"
TỔNGLA," Le maître.  — Anaw, le naître de lạ maison.  || Moi-même, toi-même, lui-même, soi-mé- me, son, sa, ses, sien, leur, leurs.  Ÿi — inh athai, c'est moi-même qui l’ai ordonné.  — zò xoh hnam —, c’est lui-même qui a brûlé sa maison.  Hiôt kò —, s’oublier soi-même. ","The master. — Anaw, the born of the house. || Myself, yourself, himself, himself, his, his, its, his, their, their. Ÿi — inh athai, I ordered it myself. — zò xoh hnam — it was he himself who burned his house. Hiôt kò —, forgetting yourself."
TONGLAIH," Lâcher, délivrer, mettre en li berté.  — kaps, lâcher, délier les buffles.  || Se dégager d’une obligation, {se délier d’un vœu, l'accompiir.  {V.  PONGLAIH ] — hè del tòi, accomplir une pro- messe, un vœu. ","To let go, to deliver, to set at liberty. — kaps, let go, untie the buffaloes. || To free oneself from an obligation, to release oneself from a vow, to fulfill it. {v. PONGLAIH ] — hè del tòi, fulfilling a promise, a wish."
TỔNG LÉ," S'ilen est ainsi, si c'est comme oela, en ce cas, ","If it is so, if it is like that, in this case,"
TONGLANG DAK," Tube conducteur d'eau, conduit d’eau en bambou.  Dak —, l’eau de la fon- taine. ","Water conductive tube, bamboo water pipe. Dak —, water from the fountain."
TỔNGLẶP," Boîte, tout récipient de ce genre.  — hỏi, tabatière.  (Pour une blague ou une bourse,  °","Box, any such container. — hỏi, snuffbox. (For a joke or a scholarship, °"
"TONGLIH, TONGIH"," Menacer, provoquer par gestes, ou par paroles couvertes et équivoques. ","Threaten, provoke by gestures, or by covert and equivocal words."
TONGLONG," Temps calme et sans vent.  Nar 6 ji —, aujourd’hui il n’y a pas de vent. ","Calm and windless weather. Nar 6 ji —, today there is no wind."
TONGÔ, Teinture noire. ,Black dye.
TONGOI," Faire des cadeaux (en habits, en or- nements, en objets utiles).  Bò m% top#, de hajoh, kek kd chơi, inh gõ — kòben, habän, travaillez bien, mes enfants, les semailles terminées, je vous don- nerai des ceintures et des jupes. ","Give gifts (clothes, ornaments, useful objects). Bò m% top#, de hajoh, kek kd chơi, inh gõ — kòben, habän, work well, my children, the sowing is finished, I will give you belts and skirts."
TONGÔI," Faire lever les yeux au ciel, en haut. ","Make your eyes look up to the sky, up above."
TỔNGUM, Cuire sous le brasier ou sous la cendre (dans des feuilles ). ,Cook under the brazier or under the ashes (in leaves).
TOÔNGÜIH," Pousser des gémissements et des plaintes.  Bề inh ji — pläng mang, di ji deh, inh khu, mon père n'a fait que gémir toute la nuit, il doit être gravement malade. ","Making moans and complaints. Bề inh ji — pläng mang, di ji deh, inh khu, my father did nothing but moan all night, he must be seriously ill."
TÔNH," Changeant, inconstant, infidèle.  I»Ä uh hò bènôh bò adruh mon, xd ji — hò de ming tang, inh 1w hò xò dây — pa mang, je ne veux pas d’une fille qui a été infidèle une fois, elle le serait une seconde. ","Changing, fickle, unfaithful. I»Ä uh hò bènôh bò adruh mon, xd ji — hò de ming tang, inh 1w hò xò dây — pa mang, I don’t want a girl who was unfaithful once, she would be unfaithful a second."
TỎNHEK," Déplacer un peu, écarter un peu. ","Move a little, spread a little."
TÔNHUM," Cordons pour attacher le chignon, attacher celui-ci.  — x6k, même sens. ","Cords to tie the bun, tie this one. — x6k, same direction."
TÔNHUR," Descendre un objet d'un lieu éle- Vé (v.  g au moyen d’une poulie), déposer.  — ba đồng xum, descendre du riz du grenier.   ","Lower an object from a high place (vg by means of a pulley), place it down. — ba đồng xum, to bring down rice from the granary."
TONIENG," Cheville, clou.  ","Ankle, nail."
TÔNIEO," Les reins, la ceinture.   Fi —, mal de reins. ","The kidneys, the belt. Fi —, kidney ache."
TONÔ, Virole.  -,Ferrule. -
TOÔNÔÜK," Lieu de station des barques, débar- cadère, port, but.  BYk io —, faire naufrage au port.  . | Naturellement, spontanément, de soi.  Uh hồ bu athai, — inh oä, personne ne m'y a engagé, je Vai voulu de moi-même.  — xỏ nônë, c'est sa nature d’être ainsi. ","Place where boats are stationed, landing stage, port, goal. BYk io —, shipwreck in port. . | Naturally, spontaneously, by itself. Uh hồ bu athai, — inh oä, nobody hired me, I Vai wanted by myself. — xỏ nônë, it is his nature to be so."
TONOL, di nnettes qui soutiennent le plan- cher.  ,di nnettes that support the floor.
TÔNOM," Réunir, additionner, rassembler au complet. ","Bring together, add up, bring together completely."
TONONG Long horizontale- ment," ( C’est l'opposé de đặt.  ) Kla ji —, ruih ji pôk, le tigre est long et l'éléphant est court. ","(It is the opposite of đặt.) Kla ji —, ruih ji pôk, the tiger is long and the elephant is short."
TONÔÜNG," Mesure, hotte-mesure pour toute es- pẻce de grains.  ","Measuring, measuring hood for all types of grain."
TỞỔNÖR," La longueur d’une maison, d’un champ, etc.  (đòi, sa largeur. )","The length of a house, a field, and. (đòi, its width.)"
TONÔT, Morceaux de viande enfilés pour être distribués à tous les individus du village.  [V.  TÔT],Pieces of meat threaded to be distributed to all individuals in the village. [v. EARLY]
TONÔT, Se frotter contre.  ,Rub against.
TỎNỞM," Ce mot vient de Tôm et semble être le même numéral que lui.  Ainsi on dit: Ba ming tom, ou bien, b4 ming tènèm, un pied de riz.  Il y a cependant cette différence que dans le premier cas il s’agit d’un pied avec un brin unique ; tandis que dans le second, ce pied de riz doit avoir plusieurs brins et former touffe.  ","This word comes from Tôm and seems to be the same numeral as him. So we say: Ba ming tom, or, b4 ming tènèm, a foot of rice. There is, however, this difference that in the first case it is a foot with a single strand; while in the second, this foot of rice must have several strands and form a tuft."
h TOP ˆ 315 z TONÜ," Courageux.  — lồ, avoir le courage.  : Bôngai —, un homme courageux.  E ẩm — hò mut ` tò cham de? aurez-vous le courage d'entrer dans le village ennemi? TỎNUH.  Cendre, foyer.  — unh, foyer.  Nar pik —, le jour des Cendres.  || Unh —, les époux.  zš 1 n6 hâm unh —? ces deux personnes sont-elles le mari et la femme? Déy unh —, être marié.  TONUL.  Gaffe.  | Le chef, l’homme le plus h capable đun groupe, d’une localité, d’un village.  ị Bu pom — lòm pèley iem? qui est le chef de votre village?","Brave. — there, have the courage. : Bôngai —, a courageous man. E ẩm — hò mut ` tò cham de? will you have the courage to enter the enemy village? TỎNUH. Ashes, hearth. — unh, home. Nar pik —, Ash Day. || Unh —, the spouses. zš 1 n6 hâm unh —? are these two people husband and wife? Déy unh —, to be married. TONUL. Gaffe. | The chief, the most capable man of a group, of a locality, of a village. ị Bu pom — lòm pèley iem? who is the chief of your village?"
