Keys,Definitions,Max_Probability_Label,Max_Probability,Second_Max_Probability_Label,Second_Max_Probability
lỡk,to unroll ,human activity,0.4457272887229919,animals activity,0.1610804200172424
lỡk sơkok,to unroll a mat,human activity,0.8302888870239258,animals activity,0.0754486322402954
lỡm,"in, inside",human activity,0.3992055058479309,language,0.3270727097988128
lỡn,clay ,language,0.2435847967863083,human activity,0.1796675324440002
lỡng,a cow or carabao that can have no offspring,animals,0.8490462303161621,animals activity,0.1423062682151794
lỡp,flood this word to water covering something,water,0.682685136795044,language,0.1907276362180709
lu,pluralizer,language,0.3185325264930725,human activity,0.1899999678134918
lu-la,cockroach,animals activity,0.8381039500236511,animals,0.1437561511993408
"luăn, luŏn",to swallow  ,human activity,0.4729018211364746,animals activity,0.2046437263488769
"luh, luh lăng","to go quickly, to look at",human activity,0.3122632205486297,scenery,0.2713034451007843
lui,to believe,language,0.4238183796405792,human activity,0.2980071008205414
lŭk-lum, to cover head with blanket ,human activity,0.6995865702629089,animals activity,0.0716587603092193
"lung, pơlung","to comfort, console, encourage, beg for ",human activity,0.9120879769325256,language,0.038897581398487
"lŭ, lŭ sa",to have appetite for,human activity,0.4579976201057434,animals activity,0.2438263297080993
lŭch,"the worst, to be at the end ",human activity,0.3025969862937927,language,0.2442253082990646
rai lŭch,to become worse ,human activity,0.4532512724399566,language,0.1615160405635833
lŭk-lŭnh,to describe something turning over and over as log box pencil,human activity,0.5693937540054321,language,0.250123530626297
lŭn,to be able to fit in ,human activity,0.3685980141162872,water,0.1398947536945343
kơ lŭn,to not able to fit in ,human activity,0.2990856468677521,language,0.178430750966072
"lŭng, bơngai lŭng",to always miss target when hunting,human activity,0.544236958026886,animals activity,0.3482135832309723
lŭt,to force into a tight place,human activity,0.8207625150680542,language,0.0552262738347053
lưk-dưk,the stagger of sick animal because one or more of its feet are lame,animals,0.6684906482696533,animals activity,0.2641662061214447
"""lal",flute ,animals activity,0.3308587372303009,human activity,0.2634398341178894
"""lao",type of bamboo that has thin outside,plants,0.9392129778862,animals activity,0.0163586493581533
"""leh",of trap to spring ,animals activity,0.3721563220024109,human activity,0.2819369435310364
"""lĕp-'lĕp",to describe the waving of a flag falling paper ,human activity,0.483132928609848,language,0.3311548233032226
"""lêng-kơ'lêng",to describe a bird gliding with large wings,animals activity,0.8710038065910339,language,0.0916498154401779
"""lêp-'lêp",descriptive of flapping wings of large bird,animals activity,0.8888006210327148,language,0.0562123619019985
"""long ","tree, log",animals activity,0.272154152393341,language,0.2597462236881256
"""lŏ",to grow up (people only),human activity,0.9749706983566284,language,0.0079339817166328
"""lŏ boih",mature already (in size),human activity,0.3740844428539276,animals activity,0.173252061009407
bơngai 'lŏ,young people ,human activity,0.904851496219635,language,0.0306464191526174
"""lơ'lĕp-'lơ'lônh-mônh",to describe the flapping of the wings of many birds ,animals activity,0.7908978462219238,animals,0.1678280532360077
'lơ'lŏ,really in truth ,human activity,0.3653101027011871,language,0.1424327492713928
'lơ'lữ,"waving of baby arms, bird's wings to beg for food, to be held",animals activity,0.5794486403465271,animals,0.3215713798999786
'lỡng,good beautiful delicious healthy ,human activity,0.3016338646411896,language,0.2139857113361358
'lỡp,young children,human activity,0.575530469417572,language,0.1069343760609626
ma,younger brother of father or mother,human activity,0.8718878030776978,animals activity,0.044116910547018
ma lai,person who is alleged to eat people ,human activity,0.4629064500331878,animals activity,0.3790099322795868
mah,enough ,human activity,0.4293601512908935,animals activity,0.1134363040328025
mah,so much that even,human activity,0.3630996644496918,language,0.1534963250160217
"mai, mŏ mai",daughter-in-law,human activity,0.582663893699646,language,0.2029792666435241
maih,gold,human activity,0.4397690296173095,animals activity,0.1718067824840545
mak klĕng,white in animal forehead,animals,0.7947747111320496,animals activity,0.1381717175245285
"mak, pơyan puih mak",hot dry season,weather,0.6443044543266296,human activity,0.1185661405324935
mam,"metal, iron, steel ",human activity,0.3669863939285278,language,0.2163063436746597
mam chih ,pen ,human activity,0.3630931675434112,language,0.247066244482994
man ,to shape form with mud cement to build with these materials,human activity,0.787600040435791,weather,0.0513272434473037
mao ,to mourn for dead,human activity,0.6672286987304688,language,0.1345085650682449
mă,a linking word sometimes similar in use to a relative pronoun in English but it also may link two verbs ,language,0.6323886513710022,human activity,0.1082033663988113
pơm mă đunh ,do it for a long time ,human activity,0.5795187950134277,animals activity,0.1110367476940155
mă lei ,but,language,0.3459601700305938,human activity,0.3272693157196045
mă tha,even though,human activity,0.3457675874233246,language,0.1649191081523895
măk ai,"responsibility, blame, fault ",language,0.703716516494751,human activity,0.2186314612627029
măng,night,human activity,0.4548301696777344,animals activity,0.1172821968793869
măng-mei,firefly,animals activity,0.8813311457633972,language,0.0392684265971183
măng-mĕng,small moth ,animals activity,0.8976996541023254,animals,0.029590006917715
măr ,to be wild,animals activity,0.5242297053337097,animals,0.3606529533863067
măt,eye,human activity,0.4862875640392303,animals activity,0.1480724960565567
"măt, măt dêh",expensive,human activity,0.4611850082874298,animals activity,0.143123373389244
măt,name,human activity,0.4275542497634887,language,0.3154666125774383
măt-meng,moth,animals activity,0.764758288860321,animals,0.1735980659723281
me-mo,straw whistle,animals activity,0.3739922642707824,human activity,0.3528856337070465
meo,cat,animals activity,0.5365447402000427,animals,0.4395364224910736
mĕ,mother,human activity,0.6395053863525391,animals activity,0.1604324579238891
mĕng mĕng,"to miss someone and think about them continually, to wait expectantly for",human activity,0.8394373059272766,language,0.0631919279694557
mêu,mask to scare people ,human activity,0.6337407827377319,animals activity,0.1256682574748993
mi,in-laws,human activity,0.8283208608627319,language,0.0771339982748031
Mi,American,human activity,0.7907232642173767,language,0.0672479048371315
mih,father's or mother's elder brother ,human activity,0.7831083536148071,language,0.0869598463177681
ming ,"to fix, in some dialects to place, change position of",language,0.4682711362838745,human activity,0.3860289454460144
ming yang ,"to placate the spirits, term used when sacrifices are made ",language,0.604991614818573,animals activity,0.1160231977701187
mir ,rice field (usually wet rice),plants,0.9161730408668518,human activity,0.0233362168073654
mit,jackfruit,plants,0.3758677542209625,animals activity,0.3727233111858368
mǐl ,"to hate, have bad attitude toward, be angry with ",human activity,0.5039057731628418,language,0.3357081115245819
mǐm ,wild carabao,animals activity,0.5048034191131592,animals,0.4768228232860565
mǐnh,one ,human activity,0.4128983318805694,language,0.1684288829565048
mlaǐ,firecracker,human activity,0.6184983253479004,animals activity,0.2761399149894714
mlông,large circular things,human activity,0.1853472739458084,language,0.1533105820417404
tông mlông,balloon,animals activity,0.5447355508804321,human activity,0.287970632314682
moih,mosquito,animals activity,0.7744659185409546,animals,0.2120044529438018
mok,to eat grain-like objects by letting them roll into mouth from hand,human activity,0.6791695356369019,animals activity,0.2198628336191177
"mol, lôch mol","to faint, be in coma ",human activity,0.40696582198143,language,0.1871677339076995
mon ,"nephew, niece ",human activity,0.4881821274757385,language,0.1942296475172042
mong ,"to hold, to contain ",language,0.3459570407867431,human activity,0.250515878200531
mot ,"to fast, go without eating",human activity,0.4903251230716705,animals activity,0.244143933057785
"mot, klak mot",part of digestive system of cow or carabao,animals,0.8762080669403076,animals activity,0.1082178279757499
mŏ,"daughter-in-law, vocative for daughter",language,0.7166298031806946,human activity,0.2248655557632446
mŏk,"rice that is nearly ripe that is picked, roasted, pounded and eaten",human activity,0.7994545698165894,animals activity,0.1116422638297081
mŏm,to suck ,human activity,0.5198447704315186,animals activity,0.2137733399868011
sŏk mŏm,moustache,human activity,0.6207780838012695,animals activity,0.2089482396841049
"mŏng, mŏng chêng",the smallest gong of the chêng set of gongs ,language,0.2094540446996688,water,0.1925834864377975
môch,"to submerge oneself in, dive in water ",water,0.701486349105835,human activity,0.2299384474754333
mônh,one (used when counting in a series without classifiers),human activity,0.2666322886943817,language,0.2248626053333282
mơdơr,"to not be able to eat thing because dish is dirty, feel nauseated",human activity,0.6135021448135376,language,0.1369053423404693
mơgrǐ,to be dirty,human activity,0.5086183547973633,language,0.1523103564977646
mơh,cooked rice,human activity,0.6604707837104797,animals activity,0.1129689812660217
mơhơl,to be irritated as when hearing a grating noise,human activity,0.3562548756599426,language,0.1751857101917266
moi,to invite contracted form of ten watermelon mean easily,water,0.3712475895881653,language,0.2129406780004501
mơkuei,lizard like iguana,animals,0.6610085964202881,animals activity,0.3278762400150299
mol,afraid to look at,human activity,0.3440841138362884,animals activity,0.1487435549497604
mơlak-mơlônh,many people doing different things,human activity,0.9672234058380128,language,0.0085080433636903
"mơlĕch, đak mơlĕch",spring where you can see water coming out,water,0.7827576398849487,scenery,0.0585894621908664
mơlôh,of rice to be almost gone,animals activity,0.2374050617218017,human activity,0.1878407150506973
mơlŏu,"shy, bashful, ashamed",human activity,0.4986012578010559,language,0.3071503043174743
mơlueng,"to describe drunken people talking, not being able to talk straight",human activity,0.7122141718864441,language,0.2234410345554351
mơlueng-mơluônh-mônh,"emphatic, pluralized form of mơlueng",language,0.6103309988975525,water,0.1227327957749366
mơmai,elder sister,human activity,0.5253399610519409,animals activity,0.1408274918794632
mơmĕng,to be concerned about,human activity,0.3364537954330444,language,0.2020973116159439
mơmil,to be angry,human activity,0.5803089141845703,language,0.2311989963054657
mơmŏ,to crawl,human activity,0.572273850440979,animals activity,0.3550322651863098
mơmŏng,to describe big stomach from one eating a lot; to describe rounded front of car,language,0.5108482241630554,human activity,0.3223821818828583
