,Keys,Definitions,0,1
2425,ơi,vocative post-noun,11.322727,6.032652
2426,ơ-ŭr ơ-ăr, the noise of many vehicles,13.109315,11.503464
2427,ơh,"grieved, sad, angry ",7.5204697,4.781808
2428,ơĭ,to have ,9.833513,5.9806128
2429,ơĭ,used to get someone's attention ,8.378725,6.1777024
2430,ỡ,to burp ,10.521766,7.164901
2431,ỡ-uh,"to feel with, to palpate ",7.540948,6.7434173
2432,ỡr-yỡr,to describe loud noise ,13.033215,11.421332
2433,ỡt,"to hold breath, to fast",7.2996645,8.439756
2434,pah,to split ,7.6229506,12.176381
2435,pah,"part, division ",7.601834,12.183624
2436,pah to,on the other side of the river,7.1582456,10.379865
2437,pai,to cook,6.8657203,10.909351
2438,"paih, hla paih",dry leaves,9.286616,12.12887
2439,paĭ,to run through hair to wash it or dry it,7.7897096,11.408818
2440,pak,something to do with one person answering another ,10.51071,5.8626957
2441,pam,small conical fish trap ,8.577896,13.292251
2442,pang ,the hand in the abstract sense ,8.937106,9.275068
2443,jang 'bar pang ,to work two jobs,10.480082,5.538956
2444,pang ,small larva of fly,12.011194,9.595776
2445,pao,to say the name of another person ,11.03414,6.007276
2446,pap ,to say something over and over often becoming a habit,9.765753,5.4686713
2447,"pap, 'bỡr pap",of a dying person mouth to move gasping for breath ,7.2768054,8.461573
2448,pat ,to sharpen,9.787065,9.238299
2449,pă,"no more, no longer",10.263544,4.6176224
2450,pă,to braid,10.208504,10.404182
2451,păk jăl,to choke as a baby does,9.94859,10.169105
2452,păk-kê,gecko ,10.115622,7.346232
2453,păn ,"to rest, to recuperate, to be sick in bed",6.8903613,7.7730713
2454,păng,"and, with ",10.154176,5.8587337
2455,păr, to fly ,11.967217,9.642229
2456,păt ,of fire to be put out ,5.9900513,10.660526
2457,păt ,"to fold, to make tail of arrow",11.912254,8.997912
2458,pe,to want to sit by the fire all the time,6.0717525,10.58071
2459,peh,to pound rice,10.570973,14.895253
2460,pek,description of running ears and inability to hear,13.107844,11.410404
2461,pel,"to touch, feel ",8.579854,9.364234
2462,"pel lăng, pel năng",interjection ,10.202926,7.206455
2463,pet,to pinch someone ,8.392881,9.27017
2464,pet,substance made from bee-like insect used as glue or paste ,12.085516,10.015844
2465,pĕch,to cut small wood bamboo in two ,9.47964,14.637559
2466,pĕch,to dodge,10.305777,7.8721027
2467,pĕnh,to stretch out cotton to make thread ,8.434487,10.376477
2468,pê;,the sound made by the small gong ,13.739722,10.02207
2469,pêl,wood cut off straight,8.316623,12.072409
2470,pêng,three,10.5354185,7.2568707
2471,pha,"different, strange ",10.498708,5.9233513
2472,pha ra,different ,10.504497,5.9038744
2473,phai,must,9.849112,6.246854
2474,phak,"to arrest, put in jail ",9.714727,6.883639
2475,hnma phak,jail,9.814669,7.117911
2476,pham,blood,7.5981264,10.11483
2477,phang,to roast on spit ,6.7161098,10.776243
2478,pơyang phang,hot dry season,6.5954037,10.174318
2479,phanh,of crossbow to go off by itself ,11.991083,8.756124
2480,phao,"gun, cannon ",11.7049885,8.852931
2481,phat,type of bamboo,9.486309,14.640129
2482,phăl,"thoughtful, helpful; to invite",9.274866,6.4390845
2483,phăt,stuffed when eating ,7.0877557,8.702684
2484,phe,husked rice ,10.537393,14.935668
2485,phei,otter ,10.149993,7.471449
2486,phep,polite permission  ,8.999789,5.7943583
2487,phĕt,"feast, festival",10.380665,7.123428
2488,phễ,to describe something breaking ,9.034341,11.094667
2489,phi phu,noise of blowing on fire ,12.899717,11.346061
2490,phiang,to describe the way someone jumps on to something ,7.596367,8.28013
2491,phiang,of hair to be all over the place ,7.7316413,11.614142
2492,phiỡl,light in weight,8.592238,8.6788025
2493,phĭ,to be satisfied full when eating,7.0145106,8.579302
2494,phong,"""why do you keep on doing it?""",8.604842,4.9848185
2495,phŏ,"sometimes, if, when ",5.6655893,6.085714
2496,phŏ phŏ,sometimes ,10.283378,5.531046
2497,phŏn,told you so,10.182298,6.267124
2498,phỗt-phông,high in the sky,7.847621,9.750287
2499,phơu,to indicate many children talking and yelling,12.904552,10.967783
2500,phỡk,mold,10.227201,7.501746
2501,phỡt ,to describe noise or way something breaks,12.969148,11.498314
2502,"phu, 'bâu phu","pleasant smell, fragrant",8.101684,11.036626
2503,phu ,results of wind blowing,9.953201,10.503681
2504,phuch,to be startled from almost falling,7.415426,8.095429
2505,phuŏng,to be able to think well keen,7.990944,6.761393
2506,"phuơ, phuơ-phua-ma",noise and manner of something being poured out,13.0854845,11.49358
2507,phur,"to roast bananas, tubers in fire",6.5272727,10.78974
2508,phŭch,to almost hit the target barely miss,9.522662,9.703482
2509,phŭi,of cooked sweet potato to be very dry,9.865247,12.64561
2510,phŭk,to describe the sound of something with shell breaking,12.969017,11.505514
2511,phŭr,to describe a bird flying off suddenly when disturbed ,12.345263,9.477979
2512,pial ,"to eat slowly, eat a little",7.0519714,8.596516
2513,piang,hair all over the place unruly hair,7.730325,11.62162
2514,piêt,facial expression indicating unbelief,11.261119,11.128724
2515,pih,to wash clothes ,8.201559,10.453154
2516,pik ,to apply paint medicine,10.074717,11.528791
2517,piưch,to describe the way one eats soft food such as raisins ,7.0957656,8.719588
2518,pĭk ,to describe the way someone stumbles and falls,7.722963,8.348551
2519,pla,the flame of a fire,6.0202365,10.697437
2520,plah,to separate man from wife or not let a couple marry,11.252439,6.3311987
2521,plaih,a measurement from tip of of one arm to tip of of other arm ,9.136265,8.83572
2522,plang ,to give politely; to invite someone to marry your daughter,9.308426,6.4283576
2523,plă,"but, instead",10.220011,5.8030024
2524,pleh,to free as from a trap,8.384325,13.128129
2525,plei,fruit,9.663243,12.712013
2526,plek,to open up eye to look in,6.1480894,7.9566693
2527,plep,of an elephant to roar ,12.178959,11.309069
2528,plĕch,to deceive ,8.374761,3.939812
2529,plĕl,to twist the of someone else,8.374042,9.037569
2530,plĕn,of domestic animals to not be able to produce offspring,12.221013,8.069944
2531,plĕnh,"sky, heavens",7.826178,9.801753
2532,plên,"of pigs to be large, full grown",11.459841,9.448912
2533,"plên, pă plên","should, at least",9.763323,6.172846
2534,plêr-plar,"to shine brightly, light, fire, sun",5.952949,10.569192
2535,plễ,sound and manner of something like mud hitting a surface,13.171968,11.61252
2536,plih,"to change, move",9.088816,5.3684473
2537,"plim, măt plim",night-blindness,5.9217644,7.3880796
2538,"pling, măt pling","crosseyed, cockeyed",6.131601,7.9872093
2539,"pliơng, măt pliơng","crosseyed, cockeyed",6.132259,7.988581
2540,plĭnh plĭnh,to be very slippery; to do something strange,9.056912,9.853286
2541,ploi,to pass get ahead of,8.547116,6.31438
2542,plok,"to jump over in copying, weaving",10.23059,10.419215
2543,plŏ,"to skin animal, peel fruit",9.969021,11.591302
2544,plŏk,description of a person descending ladder quickly,7.8332176,8.34667
2545,plŏng,to jump,7.559928,8.325381
2546,plôl,to be farther than,9.169563,7.5965514
2547,plơih,to open ,7.320606,9.224544
2548,plơm,smaller sized leech that lives on land,10.6626425,9.439461
2549,plơm plok,type of leech that crawls along inside skin,10.87435,11.363609
2550,plỡ,to turn over upside down to deceive betray,8.434533,3.9988666
2551,plỡng,"different, new",10.508249,5.9094257
2552,plỡp,plop,10.163837,7.5999503
2553,pluơh,to break off easily come out easily,8.984851,10.994824
2554,plui,gourd,7.8108425,7.3215346
2555,pluơh,to finally arrive to come out of,8.405597,7.6544437
2556,pluơk,to describe person coming out of house walking slowly,7.5757017,7.868442
2557,plŭk,"the sound of jumping, to appear suddenly",13.263259,11.70482
2558,plŭn,tadpole,10.557903,12.4470625
2559,plŭng,"canoe, small boat",10.400964,7.747877
2560,plŭt,to indicate the quick action of someone going out of somewhere or going in,7.774963,7.5083227
2561,plữ,skin hanging loose from wound,10.854688,11.376302
2562,poch,one type of climbing (not main verb for climb) ,8.124025,8.563234
2563,poh ,to peel off ,9.933095,11.577248
2564,poh ,trap with sharp stakes,8.400148,13.117356
2565,poh yă,waves (in sea),7.215718,10.425266
2566,"pok, tep pok",to sleep late ,6.4452724,7.497913
2567,pong ,to not be angry at,7.456576,4.7200737
2568,por,cooked rice,10.549413,14.9227085
2569,pôh,of deer to bark,11.64074,10.305442
2570,pôi,stack of weeds,9.107425,11.676964
2571,"pôih, plei pôih",calf of leg,9.124776,8.6732235
2572,pôk,to hold on lap to carry or hold in front of body,8.87342,9.5975275
2573,pôk,to put a person in a higher position politically,11.009983,6.000921
2574,pôm,classifier which goes with one only (not for plural) ,8.441769,11.477343
2575,pôm,"only, all of one kind only one",10.491076,4.9864144
2576,pông,"to rise up as dough, rice, ball being inflated ",10.573821,14.915197
2577,pỗ,close friend with special contract or pact also used in addressing father-in-law and mother-in-law of one son or daughter ,12.271344,7.467895
2578,pỗt,a blue bird with call like its name ,12.599359,9.688635
2579,pơang,"to praise, make known",8.364218,5.705877
2580,pơang akâu kơdih,to boast ,9.548203,6.448319
2581,pơbĭt,"to be persistent in asking for, to refuse to admit guilt",6.706716,4.990703
2582,pơblŏng-pơblônh-mônh,fire far away and small ,5.942955,10.735278
2583,"pơblông, bơblông",large fire,5.957771,10.712181
2584,pơblông-pơblang,large fire (intensive form) ,5.9217267,10.7238455
2585,"pơblŭk, bơblŭk",bubbling noise of one drowning ,13.001962,11.436357
2586,bơblŭk-bơblăk,intensive of bơblŭk,-2.087757,10.670626
2587,pơbrŏng,pickled eggplant ,10.744004,7.564366
2588,pơbrŏng,"nothing there, completely gone ",9.933372,4.988263
2589,"pơbruch, bơbruch",to come out one after another,10.253437,5.7686987
2590,pơbrŭng,"very many insects, birds",12.234172,9.779859
2591,pơbrŭng-pơbrăng,intensive form pobrŭng,-2.0535085,10.637271
2592,"pơ'beh, pơma pơ'beh",to whisper,7.9083242,5.398274
2593,pơ'bŏu,to look for by smelling as dog after prey,11.332022,10.385396
2594,pơ'brơh,to be impolite mean obnoxious,7.5221314,4.742123
2595,pơchah,of glass and similar material to break,8.772907,11.282521
2596,pơchă,to make one person angry at another by saying the other person said bad things about him,7.475269,4.7478757
2597,pơcher,to crowd in persistently,8.757026,8.888802
2598,pơchĕ,"to lie, fool",8.51413,3.99364
2599,pơchê,to belittle insult,7.5560217,4.7500114
2600,pơchoh,to take lid off,8.76881,10.066509
2601,pơchoh,to plow,10.104052,11.164658
2602,"pơchơt, bơngai pơchơt","a person who makes people laugh, have fun",7.529736,5.4406757
2603,pơda,rainbow,10.524875,7.880784
2604,pơda,to die by an accident,12.2048855,6.9672337
2605,pơda 'năr,sundog,11.595192,10.134388
2606,pơdach,continually,7.9878573,2.6532352
2607,pơdanh,not be able to finish,8.429266,6.728685
2608,pơdăr,to make to go around as wheel,10.743127,8.193044
2609,pơdi,"to do although it is not helpful, doesn't make too much sense",8.587314,6.3840647
2610,pơdong,to not bury immediately,12.518724,6.679621
2611,pơdor,continually,7.987895,2.6533027
2612,pơdŏ,to get in order,12.012608,6.3451815
2613,pơdơh,"to rest, stop work",8.27858,6.523873
2614,pơdỡm,"to catch animals, trap animals",8.390976,13.16603
2615,pơdỡng,"to make inanimate, stand up",7.416518,7.505827
2616,pơdrĕo,to give back ,9.308244,6.7885838
2617,pơdro ,to trade buy and sell,9.004134,6.63662
2618,pơdrŏng,rich,8.837334,6.7756295
2619,pơdrỡng,to ask,9.411075,6.6763153
2620,pơdŭ,"to carry, move things",8.889489,9.635417
2621,pơdŭk,stomach (organ where food first enters body),11.618416,8.272802
2622,pơdŭk,to do hard and continually,7.9881487,2.6570494
2623,pơdŭng,to pull against each other or against something,9.040553,9.313277
2624,pơđam,to aim,9.517875,9.689306
2625,pơđang,"to be up, lie with face up",8.505637,3.985023
2626,pơđă,to guess,10.091466,7.010641
2627,pơđăm,five,10.926917,6.8441873
2628,pơđăng,to heat for a long time,6.3649445,10.008089
2629,pơđăp,"to meet, discuss plan to do something",11.138421,5.3392034
2630,pơđe,to describe an egg which does not produce a chick but rots ,12.503491,9.205186
2631,pơđep,to make to obey ,8.843665,5.7009897
2632,pơđĕch,to do quickly ,7.9919553,7.506291
2633,pơđik,to do with all one force ,8.232604,7.195586
2634,pơđik,to have gas on one's stomach ,11.635119,8.2696295
2635,pơđĭ,"to finish off all of something; all, completely",10.324328,4.76625
2636,pơđĭch,to enslave ,9.734716,7.08433
2637,"pơđoh, pơđôh",to explode ,12.185448,6.98392
2638,pơđŏu,to meet and discuss ,11.146788,5.3205156
2639,pơđông,to make to float in water or air ,7.3226933,10.274083
2640,pơđơu-pơđao-mao,noise of many people talking,13.111528,11.355849
2641,pơđỡk,to speak poetically ,9.399341,6.211159
2642,pơđỡm,a small fresh water fish ,8.999776,13.407792
2643,pơep,to make to obey subjugate ,8.8513155,5.6644764
2644,pơgang,"medicine, potions (including magic potions) ",6.903154,9.02423
2645,pơgar,garden ,9.209497,11.769666
2646,pơgăl,"to offend, to delay someone, interrupt",7.7125726,6.077203
2647,pơgăn,to prevent from moving,8.407373,4.7578025
2648,pơma pơgăn,to interrupt ,7.6906514,6.0088596
2649,pơgê,morning ,6.0067954,7.223185
2650,pơgiĕk,to hurry up someone,8.052908,7.3887277
2651,pơgiỡ,to give things to a dead person,12.315949,6.8303204
2652,pơgiỡng,to make,8.736052,6.9801297
2653,pơgiỡng chư,to spell,9.603595,6.524641
2654,pơgir,to keep on trying to get someone to do something,8.3183975,6.155722
2655,pơglang,of sticks to cross each other ,9.499637,9.931494
2656,'long pơglang,a cross,9.857132,7.5631585
2657,pơgling,to not give attention when called,8.375278,6.2378516
2658,pơglŏng,to stare at,8.820485,7.5367336
2659,pơgŏ,to compel,9.638663,6.538166
2660,"pơgŏu, pơgâu",stand to set pots on over fire ,6.3797007,10.80731
2661,pơgỡ,to want something and yet not take it when given,8.071149,6.3734255
2662,pơgỡm,to cheat,9.278627,6.789905
2663,pơgỡm,a type of large pigeon,12.441366,9.722178
2664,pơgỡr,to rule govern,9.248451,5.8485904
2665,pơgỡt,to control oneself ,8.650824,5.349062
2666,pơgră,intensifier,9.550434,7.2874293
2667,pơgre,to argue continually,7.9954824,2.730172
2668,pơgrong,continually,7.9879994,2.6539617
2669,pơgrôi,to keep on sleeping even though you know you should be up ,6.5037475,7.6359673
2670,pơh ,shortened form of word for seven ,10.957221,6.826217
2671,pơhiar,to smooth out something led to open wide,7.317609,9.259952
2672,Pơhlăng,"French, France",9.89236,7.3805757
2673,pơhlŭ,"to entice, tempt",10.183287,6.6879115
2674,pơhmat,very difficult trying hardship,9.122128,7.0334425
2675,pơhmat-tat,emphatic form pơhmat,12.1374655,5.59724
2676,pơhnă,chisel ,10.402056,7.645345
2677,pơhngol,soul,9.948379,7.150848
2678,pơhnhŏng,to point crossbow gun at someone mistakenly,11.97993,8.761016
2679,pơhrat,"to offend, used in a polite expression to ask for help ",8.610434,6.395159
2680,pơhrăm,to study ,8.858489,7.205054
2681,pơhrăp,to make to eat or do to one's full (sometimes with bad connotation),7.0161004,8.6156025
2682,pơhre,"to owe, be in debt to",9.3499975,6.757537
2683,pơhrôp,to dress up fancy,7.4696345,5.5726795
2684,pơhrơ,"to disturb, bother",7.6849732,5.849887
2685,pohrŭk,to put on someone's clothes for him,8.361621,10.162379
2686,pơhuach,"to spend all one's money to, empty something until a little left",8.773246,6.325259
2687,pơhucg,to help someone drink water ,6.9185877,9.227522
2688,pơiĕng,"to tease, to make angry",7.518297,5.1639977
2689,pơja,a fox-like animal ,11.583004,10.149973
2690,pơjah,to argue,8.357551,5.3894715
2691,pơjah pơjăng,emphatic expression for arguing ,8.329579,5.4097505
2692,pơjao,"to transfer, to commit to ",9.231023,5.6104913
2693,pơjăm,"to belittle, insult ",7.5648766,4.7588606
2694,pơjăng,to resist ,8.84576,5.672847
2695,pơjei,"to try to win, to have a contest ",11.3197,7.115432
2696,"pơjek, pơgiĕk",to make someone hurry up,8.045142,7.4004927
2697,pơjrĕng,side by side,9.516342,8.183627
2698,pơjing,"to make, create ",8.748649,6.9589663
2699,pơjĭ,"to hurt, make sick ",7.0595365,7.7739177
2700,"pơjŏu, pơjâu",shaman ,10.46991,7.58332
2701,pơjô,to ripen already picked fruit ,9.8644085,13.022038
2702,pơjrot-pơjrot băl,to vie with one another,10.618949,5.6415205
2703,pơjuang,to speak indirectly (through figures) to get one's point across often in,9.470234,6.222363
2704,pơjuă,"to make subservient to, to insult",7.560763,4.7583084
2705,pơjuăl,"to hinder, bother; to eat something bad and good at the same time",7.0392084,8.633106
